index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
506,[156.72524561],[155.10191895],[9.23715967],[34.8671408],[34.54649648],[0.00852211],[0.14990234],[2148.85009766],[1496.47509766],[4091],[4088],[4091],[4086],[4089],[4092],[4091],[3940]
507,[156.78749707],[154.13941553],[9.59630273],[0.00905474],[34.59869439],[34.9022945],[0.14990234],[2148.85009766],[1496.47509766],[4095],[4094],[4090],[4087],[4089],[4091],[4088],[3946]
508,[156.61989697],[154.4410957],[9.0456167],[0.16085479],[34.65142494],[34.88365239],[0.14990234],[2033.72509766],[1227.85009766],[4087],[4092],[4090],[4094],[4088],[4088],[4079],[3935]
509,[156.67257129],[154.84812451],[9.47658838],[0.07403582],[34.68870916],[34.84104185],[0.14990234],[1995.35009766],[1381.35009766],[4079],[4093],[4088],[4089],[4091],[4087],[4087],[3944]
510,[156.80186279],[154.13941553],[9.60587988],[0.08735161],[34.68551337],[34.80322499],[0.14990234],[1995.35009766],[1381.35009766],[4085],[4092],[4093],[4090],[4090],[4092],[4085],[3912]
511,[156.58637695],[154.5895415],[9.21800537],[0.21571587],[34.65728389],[34.78564814],[0.14990234],[1649.97509766],[1227.85009766],[4087],[4092],[4094],[4092],[4093],[4094],[4090],[3906]
512,[156.75397705],[154.51292432],[9.08392529],[0.09640635],[34.67059968],[34.76274498],[0.14990234],[1688.35009766],[1573.22509766],[4086],[4094],[4089],[4090],[4092],[4089],[4083],[3923]
513,[0.31125732],[153.29183789],[9.28025684],[0.13262531],[0.1358211],[34.70309022],[0.14990234],[1726.72509766],[1227.85009766],[4085],[4092],[4094],[4090],[4095],[4088],[4087],[3929]
514,[156.42356543],[153.43070654],[8.35606201],[0.07616634],[0.08362319],[34.6407723],[0.14990234],[1726.72509766],[1227.85009766],[4095],[4091],[4087],[4093],[4090],[4089],[4086],[3933]
515,[156.70130273],[153.66534668],[8.14057617],[34.65728389],[0.07723161],[34.83891132],[0.14990234],[1918.60009766],[1342.97509766],[4091],[4087],[4090],[4094],[4090],[4086],[4085],[3929]
516,[156.67735986],[155.95907373],[11.22920654],[34.58218281],[34.64556599],[34.75901656],[0.14990234],[1841.85009766],[1342.97509766],[4086],[4092],[4095],[4087],[4094],[4089],[4095],[3928]
517,[1.65205811],[155.8537251],[11.09991504],[34.78564814],[0.09480845],[34.89323976],[0.14990234],[1841.85009766],[1342.97509766],[4090],[4089],[4091],[4090],[4090],[4089],[4090],[3927]
518,[0.53632031],[154.38842139],[9.05998242],[34.82666079],[0.26045693],[34.89377239],[0.14990234],[1573.22509766],[1151.10009766],[4086],[4092],[4095],[4092],[4090],[4087],[4083],[3938]
519,[156.1314624],[153.66055811],[7.97776465],[0.02130527],[0.12037478],[34.86607554],[0.14990234],[1803.47509766],[1381.35009766],[4090],[4093],[4090],[4092],[4085],[4087],[4088],[3939]
520,[0.33041162],[154.50334717],[9.1940625],[0.05592634],[34.7094818],[0.00585895],[0.14990234],[1726.72509766],[1151.10009766],[4089],[4087],[4087],[4092],[4092],[4092],[4092],[3942]
521,[0.26816016],[154.45546143],[9.75911426],[0.04953475],[0.11824425],[34.89696818],[0.14990234],[1726.72509766],[1151.10009766],[4087],[4094],[4088],[4094],[4088],[4088],[4085],[3943]
522,[156.36610254],[154.43630713],[9.07434814],[34.88684818],[0.11078741],[34.88365239],[0.14990234],[2072.10009766],[1266.22509766],[4091],[4091],[4091],[4090],[4093],[4089],[4088],[3936]
523,[156.88326855],[154.08674121],[9.0264624],[0.03142527],[34.85275975],[0.00213053],[0.14990234],[2072.10009766],[882.47509766],[4095],[4092],[4087],[4087],[4089],[4090],[4085],[3947]
524,[156.79707422],[154.75235303],[10.09910303],[0.08735161],[34.89750082],[0.],[0.14990234],[2072.10009766],[882.47509766],[4093],[4091],[4084],[4091],[4093],[4091],[4093],[3939]
525,[156.69651416],[154.43630713],[9.58672559],[34.86447765],[0.05752423],[34.89270713],[0.14990234],[1649.97509766],[1227.85009766],[4095],[4088],[4088],[4079],[4092],[4093],[4086],[3938]
526,[156.61989697],[154.41236426],[9.53883984],[0.05805686],[0.01118527],[34.88631555],[0.14990234],[1649.97509766],[1035.97509766],[4089],[4090],[4088],[4093],[4090],[4092],[4087],[3947]
527,[156.82101709],[154.69967871],[9.27067969],[0.07829687],[34.87459765],[34.90016397],[0.14990234],[1573.22509766],[1342.97509766],[4091],[4089],[4087],[4095],[4090],[4095],[4088],[3942]
528,[156.76834277],[154.37884424],[9.45743408],[34.90549029],[0.0468716],[34.90016397],[0.14990234],[1573.22509766],[1342.97509766],[4089],[4087],[4086],[4091],[4086],[4091],[4090],[3946]
529,[156.66778271],[154.27349561],[9.13659961],[0.06498108],[0.],[34.89270713],[0.14990234],[1841.85009766],[1227.85009766],[4091],[4089],[4090],[4092],[4092],[4087],[4086],[3941]
530,[0.11013721],[154.62306152],[9.12702246],[0.02077264],[0.00479369],[0.00106526],[0.14990234],[1726.72509766],[1151.10009766],[4090],[4090],[4091],[4093],[4092],[4094],[4087],[3954]
531,[156.7443999],[154.23997559],[9.29941113],[0.01225053],[0.03994738],[34.89643555],[0.14990234],[1726.72509766],[1151.10009766],[4086],[4088],[4095],[4093],[4095],[4086],[4095],[3938]
532,[156.7635542],[154.55123291],[9.19885107],[0.05858949],[0.00319579],[34.89270713],[0.14990234],[1688.35009766],[997.60009766],[4088],[4093],[4088],[4094],[4095],[4087],[4088],[3943]
533,[156.7827085],[154.43151855],[9.23715967],[0.01065264],[0.02556632],[34.89963134],[0.14990234],[1841.85009766],[1227.85009766],[4089],[4090],[4093],[4090],[4093],[4091],[4091],[3952]
534,[156.72045703],[154.46025],[9.33293115],[0.03834949],[0.02769685],[34.89004397],[0.14990234],[1803.47509766],[1074.35009766],[4090],[4092],[4095],[4094],[4095],[4088],[4094],[3951]
535,[156.77791992],[154.62306152],[9.28983398],[0.0234358],[0.01278316],[34.89377239],[0.14990234],[1803.47509766],[1074.35009766],[4094],[4088],[4088],[4092],[4089],[4093],[4089],[3972]
536,[156.73961133],[154.40757568],[9.37123975],[0.02130527],[0.02609896],[34.90176187],[0.14990234],[1726.72509766],[1726.72509766],[4088],[4091],[4086],[4088],[4088],[4086],[4088],[4090]
537,[156.83059424],[154.47461572],[9.32814258],[0.04314317],[0.01278316],[34.88471765],[0.14990234],[1803.47509766],[1189.47509766],[4089],[4093],[4089],[4095],[4092],[4091],[4084],[4094]
538,[156.83538281],[154.61348438],[9.40475977],[0.01384843],[0.01331579],[34.88578292],[0.14990234],[1803.47509766],[1189.47509766],[4086],[4090],[4090],[4092],[4084],[4087],[4088],[4087]
539,[156.77313135],[154.42194141],[9.28504541],[0.00479369],[0.02024001],[34.88471765],[0.14990234],[1995.35009766],[1880.22509766],[4087],[4088],[4088],[4091],[4092],[4095],[4087],[4095]
540,[156.67257129],[154.54644434],[9.28983398],[0.00639158],[0.02024001],[34.8788587],[0.14990234],[1841.85009766],[1227.85009766],[4088],[4092],[4091],[4091],[4091],[4091],[4090],[4087]
541,[156.83059424],[154.49377002],[9.33293115],[34.88311976],[0.03195791],[34.88311976],[0.14990234],[1841.85009766],[1227.85009766],[4087],[4093],[4036],[4083],[4092],[4095],[4089],[4087]
542,[156.69651416],[154.7762959],[9.28983398],[34.88951134],[0.03781686],[34.85648817],[0.14990234],[1649.97509766],[1151.10009766],[4091],[4091],[3966],[4088],[4091],[4090],[4090],[4093]
543,[156.86890283],[154.39320996],[9.42391406],[34.86074922],[0.03834949],[34.87353239],[0.14990234],[1496.47509766],[1266.22509766],[4090],[4090],[3957],[4088],[4091],[4095],[4091],[4091]
544,[0.03352002],[154.64700439],[9.43827979],[34.83571553],[0.08255792],[34.86820607],[0.14990234],[1880.22509766],[1496.47509766],[4092],[4091],[3944],[4084],[4088],[4087],[4091],[4091]
545,[0.01436572],[154.45067285],[8.71520508],[34.78351762],[0.13795163],[34.8905766],[0.14990234],[1880.22509766],[1496.47509766],[4084],[4088],[3930],[4088],[4090],[4092],[4091],[4089]
546,[156.62947412],[154.39320996],[9.40475977],[34.88738081],[34.88098923],[34.85116185],[0.14990234],[1803.47509766],[1496.47509766],[4089],[4091],[3879],[4088],[4091],[4090],[4087],[4090]
547,[156.70130273],[154.82418164],[9.33771973],[0.09853688],[0.0687095],[34.78937657],[0.14990234],[1726.72509766],[1227.85009766],[4091],[4089],[3869],[4079],[4087],[4095],[4089],[4088]
548,[156.68214844],[154.34532422],[9.24194824],[34.82932395],[0.00372842],[34.76327761],[0.14990234],[1726.72509766],[1227.85009766],[4094],[4089],[3876],[4019],[4084],[4091],[4079],[4085]
549,[0.0191543],[154.1825127],[9.65376563],[0.09108003],[0.06977476],[34.79150709],[0.14990234],[1841.85009766],[1227.85009766],[4090],[4091],[3886],[3951],[4094],[4090],[4094],[4088]
550,[156.69172559],[154.64221582],[9.32814258],[34.88311976],[0.00372842],[34.84157448],[0.14990234],[1611.60009766],[1266.22509766],[4092],[4092],[3927],[3949],[4082],[4091],[4089],[4091]
551,[156.70609131],[154.3118042],[9.6393999],[0.05379581],[0.06391581],[34.86234712],[0.14990234],[1458.10009766],[1419.72509766],[4089],[4090],[3932],[3944],[4086],[4087],[4085],[4093]
552,[156.72045703],[154.52250146],[9.15096533],[0.07456845],[0.00053263],[34.8788587],[0.14990234],[1458.10009766],[1419.72509766],[4090],[4089],[3937],[3954],[4087],[4088],[4093],[4085]
553,[0.11971436],[154.41236426],[9.46701123],[34.8804566],[0.02663159],[34.88205449],[0.14990234],[1688.35009766],[1266.22509766],[4086],[4088],[3936],[4013],[4089],[4090],[4091],[4085]
554,[156.67735986],[154.48419287],[9.12702246],[0.03036001],[0.],[34.89590292],[0.14990234],[1496.47509766],[1381.35009766],[4093],[4093],[3947],[4084],[4087],[4094],[4095],[4087]
555,[156.81622852],[154.53207861],[9.05040527],[34.88578292],[0.02982738],[0.00372842],[0.14990234],[1496.47509766],[1381.35009766],[4092],[4093],[3945],[4084],[4086],[4092],[4090],[4092]
556,[156.7827085],[154.24476416],[9.28504541],[0.01438106],[0.03089264],[0.04953475],[0.14990234],[1803.47509766],[1496.47509766],[4089],[4094],[3954],[4087],[4092],[4092],[4092],[4091]
557,[0.03352002],[154.56081006],[9.29941113],[0.04261054],[34.88258713],[0.19654112],[0.14990234],[1726.72509766],[1151.10009766],[4085],[4085],[4079],[4091],[4092],[4089],[4094],[4094]
558,[156.8928457],[154.20166699],[9.23237109],[0.06018739],[34.87726081],[0.31744853],[0.14990234],[1841.85009766],[1227.85009766],[4087],[4095],[4089],[4094],[4093],[4095],[4090],[4093]
559,[156.20329102],[155.78189648],[11.08076074],[0.36432013],[0.01970738],[34.87566291],[0.14990234],[1841.85009766],[1227.85009766],[4091],[4092],[4092],[4093],[4087],[4090],[4088],[4093]
560,[156.02611377],[152.63580322],[6.17726074],[0.29774116],[34.55927964],[34.84796606],[0.14990234],[1880.22509766],[1496.47509766],[4085],[4092],[4087],[4092],[4093],[4090],[4091],[4089]
561,[156.65341699],[153.06198633],[8.55239355],[34.49216804],[0.26098957],[34.66900179],[0.14990234],[1880.22509766],[1074.35009766],[4092],[4092],[4095],[4085],[4095],[4092],[4011],[3943]
562,[0.17717725],[155.78668506],[12.01932129],[34.83784606],[34.84743343],[34.86501028],[0.14990234],[1880.22509766],[1074.35009766],[4090],[4086],[4093],[4086],[4092],[4087],[3899],[3885]
563,[0.33041162],[154.82897021],[8.24113623],[0.05166528],[34.90495766],[34.90549029],[0.14990234],[1649.97509766],[1342.97509766],[4089],[4086],[4095],[4090],[4095],[4095],[4079],[3903]
564,[156.56243408],[153.52647803],[9.60109131],[34.8921745],[34.89110923],[34.90176187],[0.14990234],[1688.35009766],[1266.22509766],[4094],[4087],[4087],[4095],[4092],[4094],[4088],[3946]
565,[0.20590869],[154.86249023],[9.46222266],[0.19014954],[0.02556632],[34.87086923],[0.14990234],[1458.10009766],[1534.85009766],[4087],[4093],[4087],[4089],[4087],[4090],[4092],[3943]
566,[156.6151084],[154.98220459],[9.01209668],[34.77286498],[0.01491369],[0.00213053],[0.14990234],[1458.10009766],[1534.85009766],[4085],[4087],[4087],[4091],[4089],[4088],[4087],[3945]
567,[0.04788574],[153.65098096],[9.52447412],[0.00266316],[34.90549029],[0.00905474],[0.14990234],[1995.35009766],[1266.22509766],[4089],[4087],[4094],[4087],[4095],[4089],[4094],[3955]
568,[156.50018262],[155.04924463],[8.92111377],[0.03036001],[0.00213053],[0.00372842],[0.14990234],[1803.47509766],[1074.35009766],[4090],[4092],[4092],[4089],[4093],[4091],[4090],[3951]
569,[156.89763428],[154.11547266],[9.56278271],[34.82559553],[0.01757685],[0.0015979],[0.14990234],[1803.47509766],[1074.35009766],[4090],[4087],[4085],[4089],[4093],[4091],[4094],[3960]
570,[156.67735986],[154.25434131],[9.3616626],[0.14647374],[0.03728422],[34.90016397],[0.14990234],[1995.35009766],[1496.47509766],[4091],[4089],[4095],[4091],[4090],[4087],[4093],[3946]
571,[156.84974854],[154.65179297],[9.29462256],[34.82080184],[0.02237053],[34.90602292],[0.14990234],[1649.97509766],[1419.72509766],[4095],[4094],[4093],[4089],[4093],[4091],[4092],[3950]
572,[156.73961133],[153.94308398],[9.51968555],[0.05113265],[0.01810948],[34.90176187],[0.14990234],[1918.60009766],[959.22509766],[4092],[4087],[4091],[4090],[4090],[4088],[4086],[3943]
573,[0.02394287],[154.80981592],[9.13181104],[0.0905474],[0.02982738],[34.90122924],[0.14990234],[1918.60009766],[959.22509766],[4088],[4089],[4091],[4089],[4091],[4089],[4093],[3944]
574,[156.66299414],[154.53207861],[9.24673682],[34.83411764],[0.01012],[34.90016397],[0.14990234],[1688.35009766],[1266.22509766],[4093],[4093],[4089],[4094],[4088],[4094],[4088],[3946]
575,[156.8928457],[154.20645557],[9.47658838],[0.10705899],[0.03568633],[34.89750082],[0.14990234],[1918.60009766],[1726.72509766],[4090],[4088],[4087],[4095],[4091],[4090],[4092],[3947]
576,[156.81622852],[154.73319873],[9.12223389],[34.89270713],[0.00106526],[34.90335976],[0.14990234],[1918.60009766],[1726.72509766],[4089],[4088],[4095],[4090],[4092],[4088],[4095],[3944]
577,[156.80186279],[154.27828418],[9.48616553],[34.90069661],[0.02237053],[34.89909871],[0.14990234],[1688.35009766],[1189.47509766],[4092],[4095],[4095],[4088],[4095],[4088],[4095],[3946]
578,[156.70609131],[154.65179297],[9.1749082],[0.09001477],[0.02130527],[34.89537029],[0.14990234],[1918.60009766],[1611.60009766],[4086],[4089],[4088],[4085],[4088],[4090],[4090],[3943]
579,[156.69651416],[154.56559863],[9.30898828],[34.87140186],[0.02024001],[34.90122924],[0.14990234],[1803.47509766],[1611.60009766],[4088],[4087],[4095],[4087],[4088],[4086],[4089],[3950]
580,[156.82580566],[154.39799854],[9.323354],[0.06018739],[0.02237053],[0.00053263],[0.14990234],[1803.47509766],[1573.22509766],[4094],[4091],[4087],[4093],[4090],[4092],[4082],[3951]
581,[156.7635542],[154.77150732],[9.15575391],[0.03728422],[0.01917474],[34.89537029],[0.14990234],[1726.72509766],[1227.85009766],[4089],[4085],[4092],[4090],[4086],[4092],[4089],[3941]
582,[156.82101709],[154.32138135],[9.31856543],[34.88152186],[0.00692421],[0.0015979],[0.14990234],[1649.97509766],[1227.85009766],[4092],[4088],[4091],[4093],[4095],[4089],[4095],[3950]
583,[156.67257129],[154.63263867],[9.22758252],[0.06391581],[0.03036001],[34.90335976],[0.14990234],[1649.97509766],[1227.85009766],[4090],[4092],[4091],[4088],[4087],[4086],[4091],[3944]
584,[156.81622852],[154.54165576],[9.27067969],[34.88791344],[0.01012],[34.90016397],[0.14990234],[1995.35009766],[1266.22509766],[4086],[4089],[4094],[4094],[4085],[4094],[4092],[3942]
585,[156.7827085],[154.35968994],[9.30898828],[0.02130527],[0.02396843],[34.90335976],[0.14990234],[1304.60009766],[1266.22509766],[4090],[4095],[4088],[4092],[4088],[4089],[4087],[3942]
586,[156.73482275],[154.58475293],[9.17969678],[0.01225053],[0.02130527],[0.0015979],[0.14990234],[1304.60009766],[1266.22509766],[4088],[4092],[4092],[4089],[4089],[4093],[4085],[3947]
587,[156.80186279],[154.40757568],[9.31856543],[34.90176187],[0.01012],[34.90495766],[0.14990234],[1726.72509766],[1534.85009766],[4083],[4086],[4087],[4092],[4089],[4089],[4089],[3940]
588,[156.87847998],[154.55602148],[9.31377686],[0.03834949],[0.02663159],[0.00053263],[0.14990234],[1726.72509766],[1419.72509766],[4094],[4091],[4091],[4095],[4093],[4095],[4088],[3941]
589,[156.73003418],[154.65179297],[9.13659961],[0.00479369],[0.01012],[0.00692421],[0.14990234],[1688.35009766],[1189.47509766],[4090],[4091],[4091],[4087],[4088],[4088],[4085],[3935]
590,[156.84017139],[154.38363281],[9.44785693],[34.89750082],[0.01757685],[0.00639158],[0.14990234],[1688.35009766],[1189.47509766],[4087],[4087],[4088],[4087],[4094],[4088],[4087],[3893]
591,[0.01436572],[154.50334717],[9.32814258],[34.87832607],[0.02929475],[34.89696818],[0.14990234],[1880.22509766],[1573.22509766],[4091],[4088],[4091],[4089],[4095],[4091],[4095],[3885]
592,[0.07182861],[154.55602148],[9.48137695],[34.79843131],[0.08788424],[34.90069661],[0.14990234],[1880.22509766],[1189.47509766],[4091],[4091],[4090],[4095],[4089],[4094],[4090],[3886]
593,[156.04526807],[154.30701563],[8.77266797],[34.82239974],[0.10333056],[34.88684818],[0.14990234],[1880.22509766],[1189.47509766],[4088],[4089],[4087],[4091],[4089],[4089],[4087],[3859]
594,[0.06704004],[154.51292432],[8.79661084],[34.88525028],[34.79523552],[0.03302317],[0.14990234],[1918.60009766],[1035.97509766],[4085],[4087],[4090],[4088],[4095],[4085],[4094],[3818]
595,[0.39266309],[154.86727881],[9.68728564],[34.7547555],[0.11291793],[0.1022653],[0.14990234],[1880.22509766],[1189.47509766],[4091],[4094],[4091],[4090],[4091],[4093],[4084],[3815]
596,[156.35652539],[155.58556494],[9.92192578],[0.02609896],[0.07137266],[0.16138743],[0.14990234],[1995.35009766],[997.60009766],[4089],[4092],[4094],[4092],[4089],[4090],[4083],[3819]
597,[156.54327979],[155.17374756],[9.09350244],[0.04420844],[0.03462106],[0.19760639],[0.14990234],[1995.35009766],[997.60009766],[4090],[4085],[4089],[4092],[4091],[4087],[4087],[3896]
598,[156.80186279],[153.82336963],[9.4909541],[0.19387796],[34.89323976],[0.17736638],[0.14990234],[1995.35009766],[1189.47509766],[4088],[4092],[4094],[4084],[4087],[4089],[4083],[3891]
599,[156.61989697],[153.24395215],[9.16054248],[0.18429059],[34.8687387],[0.12623373],[0.14990234],[1841.85009766],[1035.97509766],[4087],[4090],[4090],[4089],[4093],[4087],[4079],[3892]
600,[0.11492578],[152.98536914],[9.17969678],[34.8687387],[34.80801868],[0.08149266],[0.14990234],[1841.85009766],[1035.97509766],[4091],[4087],[4088],[4092],[4085],[4088],[4087],[3902]
601,[0.14365723],[154.56559863],[9.73038281],[0.08149266],[0.12303794],[0.03728422],[0.14990234],[1841.85009766],[1227.85009766],[4092],[4090],[4089],[4085],[4086],[4094],[4088],[3897]
602,[0.],[154.72841016],[9.28504541],[34.77126709],[0.19813902],[0.02982738],[0.14990234],[2033.72509766],[844.10009766],[4088],[4093],[4091],[4089],[4093],[4092],[4091],[3897]
603,[156.64383984],[154.38842139],[9.3425083],[0.01970738],[0.01651158],[0.0015979],[0.14990234],[7022.32519531],[7597.95019531],[4095],[4094],[4094],[4094],[4095],[4093],[4095],[4094]
604,[156.64383984],[154.38842139],[9.3425083],[0.01970738],[0.01651158],[0.0015979],[0.14990234],[7022.32519531],[7597.95019531],[4088],[4092],[4092],[4089],[4093],[4093],[4091],[4090]
605,[156.67257129],[154.43630713],[9.37123975],[0.02077264],[0.01757685],[34.90495766],[0.14990234],[6907.20019531],[7943.32519531],[4091],[4089],[4093],[4087],[4087],[4086],[4091],[4093]
606,[156.55764551],[154.52250146],[9.27546826],[0.01970738],[0.01757685],[34.90495766],[0.14990234],[7060.70019531],[7943.32519531],[4090],[4093],[4087],[4087],[4088],[4094],[4092],[4095]
607,[156.62468555],[154.43151855],[9.28025684],[0.01704422],[0.01864211],[34.89696818],[0.14990234],[7060.70019531],[7943.32519531],[4092],[4087],[4092],[4093],[4090],[4092],[4092],[4093]
608,[156.6151084],[154.46982715],[9.26110254],[0.02290317],[0.01970738],[34.9038924],[0.14990234],[7022.32519531],[7904.95019531],[4091],[4091],[4090],[4094],[4091],[4091],[4095],[4089]
609,[156.57201123],[154.41715283],[9.30419971],[0.02077264],[0.01597895],[34.89856608],[0.14990234],[6907.20019531],[7559.57519531],[4090],[4091],[4091],[4095],[4089],[4095],[4087],[4089]
610,[156.428354],[154.46982715],[9.26589111],[0.0234358],[0.01491369],[34.89590292],[0.14990234],[7367.70019531],[7866.57519531],[4091],[4094],[4087],[4095],[4091],[4093],[4088],[4087]
611,[156.56722266],[154.45546143],[9.24673682],[0.0234358],[0.02024001],[34.9038924],[0.14990234],[7367.70019531],[7866.57519531],[4095],[4089],[4093],[4089],[4091],[4094],[4091],[4087]
612,[156.69651416],[154.35490137],[9.27067969],[0.01864211],[0.01757685],[34.90069661],[0.14990234],[6907.20019531],[7866.57519531],[4089],[4091],[4094],[4090],[4095],[4091],[4094],[4087]
613,[156.62468555],[154.52250146],[9.37123975],[0.01864211],[0.00958737],[34.90442503],[0.14990234],[7175.82519531],[8250.32519531],[4089],[4088],[4093],[4092],[4091],[4088],[4092],[4087]
614,[156.60553125],[154.50334717],[9.33771973],[0.01704422],[0.01864211],[34.9038924],[0.14990234],[7175.82519531],[8250.32519531],[4091],[4095],[4090],[4095],[4093],[4092],[4088],[4088]
615,[156.64383984],[154.50813574],[9.29462256],[0.01651158],[0.01438106],[34.90495766],[0.14990234],[7214.20019531],[7904.95019531],[4095],[4091],[4091],[4095],[4089],[4095],[4092],[4095]
616,[156.4666626],[154.57517578],[9.1940625],[0.01118527],[0.01704422],[34.88631555],[0.14990234],[7175.82519531],[7674.70019531],[4087],[4087],[4095],[4089],[4093],[4087],[4095],[4095]
617,[156.6151084],[154.45546143],[9.30419971],[0.0218379],[0.02663159],[34.9022945],[0.14990234],[7175.82519531],[7751.45019531],[4087],[4092],[4091],[4088],[4094],[4088],[4095],[4087]
618,[156.51454834],[154.48898145],[9.27546826],[0.01864211],[0.02290317],[34.90069661],[0.14990234],[7175.82519531],[7751.45019531],[4090],[4089],[4089],[4090],[4087],[4090],[4094],[4085]
619,[156.48102832],[154.42672998],[9.34729687],[0.02024001],[0.01544632],[34.89803345],[0.14990234],[7137.45019531],[7904.95019531],[4087],[4090],[4092],[4093],[4087],[4085],[4092],[4087]
620,[156.67735986],[154.40278711],[9.30419971],[0.02396843],[0.01491369],[34.89590292],[0.14990234],[7022.32519531],[7789.82519531],[4089],[4087],[4091],[4089],[4090],[4090],[4094],[4089]
621,[156.54327979],[154.48419287],[9.24673682],[0.01864211],[0.01651158],[34.90016397],[0.14990234],[7022.32519531],[7789.82519531],[4089],[4088],[4091],[4089],[4095],[4089],[4095],[4086]
622,[156.58158838],[154.50334717],[9.29941113],[0.01757685],[0.01597895],[34.89750082],[0.14990234],[6907.20019531],[7559.57519531],[4091],[4095],[4089],[4095],[4090],[4095],[4088],[4095]
623,[156.67735986],[154.38842139],[9.20363965],[0.02077264],[0.02237053],[34.90442503],[0.14990234],[6907.20019531],[7559.57519531],[4090],[4091],[4089],[4088],[4092],[4092],[4087],[4094]
624,[156.63905127],[154.43630713],[9.28983398],[0.01331579],[0.01544632],[34.9022945],[0.14990234],[7252.57519531],[7674.70019531],[4095],[4093],[4092],[4086],[4091],[4093],[4090],[4092]
625,[156.55285693],[154.46982715],[9.31377686],[0.01810948],[0.0234358],[34.90069661],[0.14990234],[6638.57519531],[7521.20019531],[4095],[4095],[4089],[4095],[4090],[4087],[4088],[4091]
626,[156.50975977],[154.60390723],[9.1940625],[0.02450106],[0.01544632],[0.00053263],[0.14990234],[6638.57519531],[7521.20019531],[4087],[4091],[4090],[4092],[4091],[4092],[4091],[4091]
627,[156.62468555],[154.37884424],[9.31377686],[0.0218379],[0.02130527],[34.89590292],[0.14990234],[6753.70019531],[7713.07519531],[4093],[4091],[4090],[4087],[4092],[4093],[4093],[4090]
628,[156.54327979],[154.37405566],[9.27067969],[0.01917474],[0.01065264],[34.90442503],[0.14990234],[7214.20019531],[7789.82519531],[4095],[4091],[4088],[4095],[4087],[4094],[4087],[4095]
629,[156.63905127],[154.50334717],[9.22758252],[0.0234358],[0.01544632],[34.89696818],[0.14990234],[7214.20019531],[7789.82519531],[4090],[4087],[4091],[4085],[4091],[4090],[4093],[4087]
630,[156.59116553],[154.5895415],[9.24194824],[0.02503369],[0.01917474],[34.90335976],[0.14990234],[6945.57519531],[7713.07519531],[4094],[4094],[4092],[4091],[4091],[4095],[4095],[4086]
631,[156.71087988],[154.4794043],[9.3425083],[0.01917474],[0.02290317],[34.8921745],[0.14990234],[7137.45019531],[7597.95019531],[4091],[4089],[4091],[4090],[4086],[4092],[4090],[4088]
632,[156.49060547],[154.40278711],[9.37602832],[0.02503369],[0.02396843],[34.89909871],[0.14990234],[6792.07519531],[7866.57519531],[4093],[4094],[4092],[4093],[4090],[4093],[4086],[4095]
633,[156.60553125],[154.48419287],[9.37602832],[0.01864211],[0.02077264],[34.90602292],[0.14990234],[6792.07519531],[7866.57519531],[4089],[4091],[4093],[4086],[4091],[4091],[4091],[4090]
634,[156.53849121],[154.45067285],[9.31856543],[0.01438106],[0.01651158],[34.89750082],[0.14990234],[6945.57519531],[7789.82519531],[4095],[4093],[4088],[4094],[4089],[4095],[4090],[4095]
635,[156.58158838],[154.46025],[9.23715967],[0.01917474],[0.01810948],[34.89696818],[0.14990234],[7252.57519531],[7482.82519531],[4095],[4093],[4086],[4091],[4091],[4094],[4089],[4092]
636,[156.58637695],[154.4410957],[9.29941113],[0.01864211],[0.01917474],[34.89856608],[0.14990234],[7252.57519531],[7482.82519531],[4093],[4091],[4087],[4094],[4089],[4087],[4091],[4086]
637,[156.5767998],[154.43630713],[9.30898828],[0.01651158],[0.02609896],[34.90335976],[0.14990234],[7022.32519531],[7904.95019531],[4094],[4095],[4092],[4095],[4089],[4094],[4092],[4093]
638,[156.56243408],[154.37884424],[9.3616626],[0.02024001],[0.01225053],[34.90016397],[0.14990234],[6753.70019531],[7713.07519531],[4090],[4086],[4088],[4087],[4095],[4088],[4089],[4084]
639,[156.5959541],[154.43630713],[9.37123975],[0.02130527],[0.01544632],[34.90282713],[0.14990234],[7329.32519531],[7406.07519531],[4089],[4095],[4089],[4092],[4085],[4092],[4087],[4090]
640,[156.50497119],[154.4410957],[9.20842822],[0.02290317],[0.01597895],[34.89963134],[0.14990234],[7329.32519531],[7406.07519531],[4091],[4095],[4086],[4090],[4095],[4095],[4095],[4089]
641,[156.6151084],[154.44588428],[9.20363965],[0.02663159],[0.01438106],[34.89963134],[0.14990234],[6753.70019531],[7904.95019531],[4091],[4092],[4088],[4095],[4092],[4094],[4090],[4090]
642,[156.56722266],[154.46982715],[9.3425083],[0.01864211],[0.01225053],[34.89696818],[0.14990234],[6907.20019531],[7559.57519531],[4092],[4087],[4087],[4089],[4088],[4087],[4089],[4088]
643,[156.5767998],[154.39320996],[9.2132168],[0.01544632],[0.01917474],[34.90549029],[0.14990234],[6907.20019531],[7559.57519531],[4092],[4092],[4095],[4092],[4095],[4090],[4087],[4087]
644,[156.57201123],[154.45546143],[9.31377686],[0.01491369],[0.02450106],[34.9038924],[0.14990234],[7060.70019531],[7943.32519531],[4092],[4089],[4087],[4087],[4095],[4091],[4095],[4089]
